Original Text,Language,Translated Text
"This has been a challenge,but setting limits and frequently reminding them help a great deal. Introduction of new faces in the business like someone trust worthy breaks these ties. Watu wakukopa hawataki kudeal na watu wapya .Instruct your new employee or attendant not to give debt this help to weed out most of such cases.",en,"This has been a challenge,but setting limits and frequently reminding them help a great deal. Introduction of new faces in the business like someone trust worthy breaks these ties. Watu wakukopa hawataki kudeal na watu wapya .Instruct your new employee or attendant not to give debt this help to weed out most of such cases."
Thanks for the answer. ..👍🏽,en,Thanks for the answer. ..👍🏽
@254110131396,und,@254110131396
Great answer,en,Great answer
Thank you,en,Thank you
"Morning everyone, today we focusing on sales and expenditure, this video will help us to learn and understand how to go about it",en,"Morning everyone, today we focusing on sales and expenditure, this video will help us to learn and understand how to go about it"
<Media omitted>,en,<Media omitted>
Ss Of,en,Ss Of
By keeping record template splitting the page of book into nine columns for sales and expenditure.,en,By keeping record template splitting the page of book into nine columns for sales and expenditure.
Thanks for that...have learn the very important topic here to manage my business,en,Thanks for that...have learn the very important topic here to manage my business
Everyone should do this practically...need to see how you doing it,en,Everyone should do this practically...need to see how you doing it
Sometimes you have to give them coz they buys from you the tyme of need,en,Sometimes you have to give them coz they buys from you the tyme of need
Would love to see how you doing it ....share,en,Would love to see how you doing it ....share
If you feel they add value to your business well and good ....... as I always say you are your own decision maker in your business,en,If you feel they add value to your business well and good ....... as I always say you are your own decision maker in your business
Wao that is a good reason,en,Wao that is a good reason
But make sure you make right decisions,en,But make sure you make right decisions
at times we are forced to maintain those longtime customers cos even if they take long to pay at the end of the month they pay the money they owe the shop and still do some shopping in the shop,en,at times we are forced to maintain those longtime customers cos even if they take long to pay at the end of the month they pay the money they owe the shop and still do some shopping in the shop
I agree with u,en,I agree with u
Yeah but when you will not give them as they buy from you they will run away ad the costumers they will be less,en,Yeah but when you will not give them as they buy from you they will run away ad the costumers they will be less
Yeah that my point,en,Yeah that my point
Yeah the moment umekosa kuwakopesha hua wanaenda kwa shop ingine inabaki tuu umepoteza customer,sw,Yeah the torque you missed lending huke are going to the other shop remains tuu lost Customer
Yeah juu ukifanya biashara Na marigo utabaki hivio Bila customers,sw,Yeah on doing business with Marigo you will remain on without customers
"I gree too but God always sends new ones qho will just play to your terms,from experience even most trusted clients can disappear with your money .Delay in payment affects cash flow at the end. Example if you give a debt of 100 at the beginning of the month only to be paid end month chances are you will use that to pay rent and other things ,this is majorly capital may be profit was Ksh 5_10 in that 100 shillings.",en,"I gree too but God always sends new ones qho will just play to your terms,from experience even most trusted clients can disappear with your money .Delay in payment affects cash flow at the end. Example if you give a debt of 100 at the beginning of the month only to be paid end month chances are you will use that to pay rent and other things ,this is majorly capital may be profit was Ksh 5_10 in that 100 shillings."
Faith Ngochi imagine hiyo sasa ndio inakuwanga challenge kubwa kwa job kukopesha,sw,Faith Ngoi Imagine That's Now It Enses Great Challenge for Job Lending
Okay Mimi yenye Hua nafanya madeni ya mwisho wa mwezi Hua Nalipa nayo rent,sw,Okay I have a dove I make the last debt of the moon Hua I pay with the rent
Deni ni baya I think should be very controlled .Some are genuinely not having the money for buying cash but some are just opportunists who ask for credit even when they have money simply because you can give debt.,en,Deni ni baya I think should be very controlled .Some are genuinely not having the money for buying cash but some are just opportunists who ask for credit even when they have money simply because you can give debt.
Experience is a good teacher .,en,Experience is a good teacher .
"I think that method ca be better, I'll try it",en,"I think that method ca be better, I'll try it"
Thanks ...I've learn how to manage my business,en,Thanks ...I've learn how to manage my business
Do it practically and share with us,en,Do it practically and share with us
Very informative.. It's very key to keep records for all the transactions..and recorded by the closure of the day.,en,Very informative.. It's very key to keep records for all the transactions..and recorded by the closure of the day.
Business management 👍👍,en,Business management 👍👍
To me I think that method will be better but challenge on separating profits on daily basis!,en,To me I think that method will be better but challenge on separating profits on daily basis!
Tuwafunze kama tunavyo funzwa tarativu na wataelewa,sw,Let's learn as we are trapped in the direction and they will understand
A very big one mum shiku watu hubelieve place wananunua lazima wakopeshwo,sw,A VERY BIG ONE MUM SHIKU PEOPLE Hubelieve Place are buying them
But we shall instill the knowledge we are learning here to our customers and i hope they will understand,en,But we shall instill the knowledge we are learning here to our customers and i hope they will understand
Great schedule for business finance management,en,Great schedule for business finance management
"👆 Very educative, Ave been doing recording in a very different way, now will do as av learned and it will help in tracking my business progress, whether making a good profit",en,"👆 Very educative, Ave been doing recording in a very different way, now will do as av learned and it will help in tracking my business progress, whether making a good profit"
Thanks for the guidelines,en,Thanks for the guidelines
Learning alot,en,Learning alot
Great now I have learned business manager and how to keep records..,en,Great now I have learned business manager and how to keep records..
Maswali unaulizwa kupitia njia ya SMS unayajibu kivipi,sw,Questions you are asked through SMS method responds to
Juu najaribu lkn hayaendi,sw,Top I try LKN not
